calc_type,date,district,district_id,div_map_id,division,domain,indicator,indicator_id,map_id,perc_point,type,year
p,2017-04-01,Amroha,hgquAmZaNBu,134,Moradabad Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,137,65.95310063126621,coverage,2018
p,2017-04-01,Amroha,hgquAmZaNBu,134,Moradabad Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,137,100.0,coverage,2018
p,2017-04-01,Amroha,hgquAmZaNBu,134,Moradabad Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,137,100.0,quality,2018
p,2018-04-01,Amroha,hgquAmZaNBu,134,Moradabad Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,137,70.59662086891942,coverage,2019
p,2018-04-01,Amroha,hgquAmZaNBu,134,Moradabad Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,137,89.748528624933,coverage,2019
p,2018-04-01,Amroha,hgquAmZaNBu,134,Moradabad Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,137,21.7320433828493,quality,2019
p,2017-04-01,Auraiya,Bd6E8zkVvVt,161,Kanpur Nagar Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,162,63.3116566077566,coverage,2018
p,2017-04-01,Auraiya,Bd6E8zkVvVt,161,Kanpur Nagar Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,162,100.0,coverage,2018
p,2017-04-01,Auraiya,Bd6E8zkVvVt,161,Kanpur Nagar Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,162,100.0,quality,2018
p,2018-04-01,Auraiya,Bd6E8zkVvVt,161,Kanpur Nagar Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,162,60.5186175539256,coverage,2019
p,2018-04-01,Auraiya,Bd6E8zkVvVt,161,Kanpur Nagar Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,162,100.0,coverage,2019
p,2018-04-01,Auraiya,Bd6E8zkVvVt,161,Kanpur Nagar Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,162,22.158221582215802,quality,2019
p,2017-04-01,Ayodhya,b4XkXzoGqFY,176,Ayodhya Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,177,62.4910616509307,coverage,2018
p,2017-04-01,Ayodhya,b4XkXzoGqFY,176,Ayodhya Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,177,100.0,coverage,2018
p,2017-04-01,Ayodhya,b4XkXzoGqFY,176,Ayodhya Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,177,100.0,quality,2018
p,2018-04-01,Ayodhya,b4XkXzoGqFY,176,Ayodhya Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,177,71.71946310711199,coverage,2019
p,2018-04-01,Ayodhya,b4XkXzoGqFY,176,Ayodhya Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,177,21.4973967881498,coverage,2019
p,2018-04-01,Ayodhya,b4XkXzoGqFY,176,Ayodhya Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,177,24.516907310441603,quality,2019
p,2017-04-01,Azamgarh,NjckKfm3g0k,193,Azamgarh Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,191,56.619695246030204,coverage,2018
p,2017-04-01,Azamgarh,NjckKfm3g0k,193,Azamgarh Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,191,100.0,coverage,2018
p,2017-04-01,Azamgarh,NjckKfm3g0k,193,Azamgarh Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,191,77.70039130755791,quality,2018
p,2018-04-01,Azamgarh,NjckKfm3g0k,193,Azamgarh Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,191,58.8837192161638,coverage,2019
p,2018-04-01,Azamgarh,NjckKfm3g0k,193,Azamgarh Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,191,100.0,coverage,2019
p,2018-04-01,Azamgarh,NjckKfm3g0k,193,Azamgarh Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,191,12.3953915926709,quality,2019
p,2017-04-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,139,98.96633046482212,coverage,2018
p,2017-04-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,139,100.0,coverage,2018
p,2017-04-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,139,100.0,quality,2018
p,2018-04-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,139,99.97802041886422,coverage,2019
p,2018-04-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,139,100.0,coverage,2019
p,2018-04-01,Bagpat,HJIS3IrQ0Nj,140,Meerut Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,139,37.3091173517088,quality,2019
p,2017-04-01,Bahraich,iE0E3nLioFr,182,Gonda Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,180,48.4242898384292,coverage,2018
p,2017-04-01,Bahraich,iE0E3nLioFr,182,Gonda Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,180,100.0,coverage,2018
p,2017-04-01,Bahraich,iE0E3nLioFr,182,Gonda Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,180,100.0,quality,2018
p,2018-04-01,Bahraich,iE0E3nLioFr,182,Gonda Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,180,57.110510869738505,coverage,2019
p,2018-04-01,Bahraich,iE0E3nLioFr,182,Gonda Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,180,84.5234083083009,coverage,2019
p,2018-04-01,Bahraich,iE0E3nLioFr,182,Gonda Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,180,18.1897461548735,quality,2019
p,2017-04-01,Ballia,oNDvGBE5fLq,193,Azamgarh Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,193,68.81224575358911,coverage,2018
p,2017-04-01,Ballia,oNDvGBE5fLq,193,Azamgarh Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,193,100.0,coverage,2018
p,2017-04-01,Ballia,oNDvGBE5fLq,193,Azamgarh Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,193,96.3819671578379,quality,2018
p,2018-04-01,Ballia,oNDvGBE5fLq,193,Azamgarh Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,193,69.55897950164871,coverage,2019
p,2018-04-01,Ballia,oNDvGBE5fLq,193,Azamgarh Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,193,100.0,coverage,2019
p,2018-04-01,Ballia,oNDvGBE5fLq,193,Azamgarh Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,193,25.047355934123306,quality,2019
p,2017-04-01,Balrampur,uS0pNSxN3sS,182,Gonda Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,182,44.6492001820154,coverage,2018
p,2017-04-01,Balrampur,uS0pNSxN3sS,182,Gonda Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,182,100.0,coverage,2018
p,2017-04-01,Balrampur,uS0pNSxN3sS,182,Gonda Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,182,100.0,quality,2018
p,2018-04-01,Balrampur,uS0pNSxN3sS,182,Gonda Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,182,47.983816957774714,coverage,2019
p,2018-04-01,Balrampur,uS0pNSxN3sS,182,Gonda Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,182,100.0,coverage,2019
p,2018-04-01,Balrampur,uS0pNSxN3sS,182,Gonda Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,182,18.2886151200023,quality,2019
p,2017-04-01,Banda,DggJGxqbWHn,170,Chitrakoot Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,170,64.8887612738303,coverage,2018
p,2017-04-01,Banda,DggJGxqbWHn,170,Chitrakoot Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,170,100.0,coverage,2018
p,2017-04-01,Banda,DggJGxqbWHn,170,Chitrakoot Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,170,100.0,quality,2018
p,2018-04-01,Banda,DggJGxqbWHn,170,Chitrakoot Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,170,62.7105042395001,coverage,2019
p,2018-04-01,Banda,DggJGxqbWHn,170,Chitrakoot Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,170,100.0,coverage,2019
p,2018-04-01,Banda,DggJGxqbWHn,170,Chitrakoot Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,170,29.5421777737092,quality,2019
p,2017-04-01,Barabanki,tzH6nJu9SwS,176,Ayodhya Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,176,66.7939045889203,coverage,2018
p,2017-04-01,Barabanki,tzH6nJu9SwS,176,Ayodhya Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,176,100.0,coverage,2018
p,2017-04-01,Barabanki,tzH6nJu9SwS,176,Ayodhya Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,176,100.0,quality,2018
p,2018-04-01,Barabanki,tzH6nJu9SwS,176,Ayodhya Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,176,65.7532507078369,coverage,2019
p,2018-04-01,Barabanki,tzH6nJu9SwS,176,Ayodhya Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,176,100.0,coverage,2019
p,2018-04-01,Barabanki,tzH6nJu9SwS,176,Ayodhya Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,176,18.8260811288337,quality,2019
p,2017-04-01,Bareilly,vVqY3DPcpHf,150,Bareilly Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,150,59.7447775398524,coverage,2018
p,2017-04-01,Bareilly,vVqY3DPcpHf,150,Bareilly Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,150,100.0,coverage,2018
p,2017-04-01,Bareilly,vVqY3DPcpHf,150,Bareilly Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,150,100.0,quality,2018
p,2018-04-01,Bareilly,vVqY3DPcpHf,150,Bareilly Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,150,60.331915759096695,coverage,2019
p,2018-04-01,Bareilly,vVqY3DPcpHf,150,Bareilly Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,150,56.0511947655783,coverage,2019
p,2018-04-01,Bareilly,vVqY3DPcpHf,150,Bareilly Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,150,25.6124339204737,quality,2019
p,2017-04-01,Basti,J1P16zQEOUT,185,Basti Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,185,56.4181939620625,coverage,2018
p,2017-04-01,Basti,J1P16zQEOUT,185,Basti Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,185,100.0,coverage,2018
p,2017-04-01,Basti,J1P16zQEOUT,185,Basti Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,185,100.0,quality,2018
p,2018-04-01,Basti,J1P16zQEOUT,185,Basti Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,185,55.8918781725888,coverage,2019
p,2018-04-01,Basti,J1P16zQEOUT,185,Basti Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,185,84.9356862170803,coverage,2019
p,2018-04-01,Basti,J1P16zQEOUT,185,Basti Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,185,46.3772810711586,quality,2019
p,2017-04-01,Bhadohi,PeUY1vj02UQ,200,Mirzapur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,198,84.7798516021815,coverage,2018
p,2017-04-01,Bhadohi,PeUY1vj02UQ,200,Mirzapur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,198,100.0,coverage,2018
p,2017-04-01,Bhadohi,PeUY1vj02UQ,200,Mirzapur Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,198,100.0,quality,2018
p,2018-04-01,Bhadohi,PeUY1vj02UQ,200,Mirzapur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,198,77.63381784987,coverage,2019
p,2018-04-01,Bhadohi,PeUY1vj02UQ,200,Mirzapur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,198,49.381935665121404,coverage,2019
p,2018-04-01,Bhadohi,PeUY1vj02UQ,200,Mirzapur Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,198,22.9856408530032,quality,2019
p,2017-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,134,95.76631232599341,coverage,2018
p,2017-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,134,100.0,coverage,2018
p,2017-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,134,100.0,quality,2018
p,2018-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,134,93.073323209314,coverage,2019
p,2018-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,134,100.0,coverage,2019
p,2018-04-01,Bijnor,uCYjHW7FuGG,134,Moradabad Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,134,16.7854311711587,quality,2019
p,2017-04-01,Budaun,eA37kyBRRuZ,150,Bareilly Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,149,62.8527503783251,coverage,2018
p,2017-04-01,Budaun,eA37kyBRRuZ,150,Bareilly Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,149,100.0,coverage,2018
p,2017-04-01,Budaun,eA37kyBRRuZ,150,Bareilly Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,149,100.0,quality,2018
p,2018-04-01,Budaun,eA37kyBRRuZ,150,Bareilly Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,149,63.525531022663,coverage,2019
p,2018-04-01,Budaun,eA37kyBRRuZ,150,Bareilly Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,149,100.0,coverage,2019
p,2018-04-01,Budaun,eA37kyBRRuZ,150,Bareilly Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,149,22.312062398683402,quality,2019
p,2017-04-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,142,55.7443772200319,coverage,2018
p,2017-04-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,142,100.0,coverage,2018
p,2017-04-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,142,100.0,quality,2018
p,2018-04-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,142,60.2146922206175,coverage,2019
p,2018-04-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,142,100.0,coverage,2019
p,2018-04-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,142,19.7899347094367,quality,2019
p,2017-04-01,Chandauli,ClbehnmwSec,195,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,196,62.1622080568472,coverage,2018
p,2017-04-01,Chandauli,ClbehnmwSec,195,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,196,100.0,coverage,2018
p,2017-04-01,Chandauli,ClbehnmwSec,195,Varanasi Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,196,100.0,quality,2018
p,2018-04-01,Chandauli,ClbehnmwSec,195,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,196,67.3766915721824,coverage,2019
p,2018-04-01,Chandauli,ClbehnmwSec,195,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,196,100.0,coverage,2019
p,2018-04-01,Chandauli,ClbehnmwSec,195,Varanasi Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,196,32.5132423777909,quality,2019
p,2017-04-01,Chitrakoot,i2fSZZ3QAJJ,170,Chitrakoot Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,171,72.3966635098709,coverage,2018
p,2017-04-01,Chitrakoot,i2fSZZ3QAJJ,170,Chitrakoot Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,171,100.0,coverage,2018
p,2017-04-01,Chitrakoot,i2fSZZ3QAJJ,170,Chitrakoot Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,171,100.0,quality,2018
p,2018-04-01,Chitrakoot,i2fSZZ3QAJJ,170,Chitrakoot Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,171,75.45996940336549,coverage,2019
p,2018-04-01,Chitrakoot,i2fSZZ3QAJJ,170,Chitrakoot Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,171,83.6433165305058,coverage,2019
p,2018-04-01,Chitrakoot,i2fSZZ3QAJJ,170,Chitrakoot Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,171,25.2086328248977,quality,2019
p,2017-04-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,190,64.4634223549868,coverage,2018
p,2017-04-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,190,100.0,coverage,2018
p,2017-04-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,190,100.0,quality,2018
p,2018-04-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,190,67.0805697980293,coverage,2019
p,2018-04-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,190,100.0,coverage,2019
p,2018-04-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,190,25.4580625682398,quality,2019
p,2017-04-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,201,61.2990960720219,coverage,2018
p,2017-04-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,201,100.0,coverage,2018
p,2017-04-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,201,100.0,quality,2018
p,2018-04-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,201,68.5341721298004,coverage,2019
p,2018-04-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,201,100.0,coverage,2019
p,2018-04-01,Etah,ZLcx4iOVyN5,201,Alligarh Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,201,31.414899667674106,quality,2019
p,2017-04-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,161,87.77425323948549,coverage,2018
p,2017-04-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,161,100.0,coverage,2018
p,2017-04-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,161,100.0,quality,2018
p,2018-04-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,161,95.8325515457506,coverage,2019
p,2018-04-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,161,100.0,coverage,2019
p,2018-04-01,Etawah,Pm0jLk6EAiE,161,Kanpur Nagar Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,161,35.5832915774609,quality,2019
p,2017-04-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,159,47.8260806655814,coverage,2018
p,2017-04-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,159,100.0,coverage,2018
p,2017-04-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,159,100.0,quality,2018
p,2018-04-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,159,51.2751672996925,coverage,2019
p,2018-04-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,159,100.0,coverage,2019
p,2018-04-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,159,25.1098437887428,quality,2019
p,2017-04-01,Fatehpur,ibLiLcaKzw2,172,Prayagraj Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,172,60.3183745583039,coverage,2018
p,2017-04-01,Fatehpur,ibLiLcaKzw2,172,Prayagraj Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,172,100.0,coverage,2018
p,2017-04-01,Fatehpur,ibLiLcaKzw2,172,Prayagraj Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,172,100.0,quality,2018
p,2018-04-01,Fatehpur,ibLiLcaKzw2,172,Prayagraj Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,172,63.295406360424,coverage,2019
p,2018-04-01,Fatehpur,ibLiLcaKzw2,172,Prayagraj Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,172,100.0,coverage,2019
p,2018-04-01,Fatehpur,ibLiLcaKzw2,172,Prayagraj Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,172,24.5679656594562,quality,2019
p,2017-04-01,Firozabad,eJTsuE56XDF,146,Agra Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,147,62.0951683789155,coverage,2018
p,2017-04-01,Firozabad,eJTsuE56XDF,146,Agra Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,147,100.0,coverage,2018
p,2017-04-01,Firozabad,eJTsuE56XDF,146,Agra Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,147,100.0,quality,2018
p,2018-04-01,Firozabad,eJTsuE56XDF,146,Agra Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,147,47.4071522548498,coverage,2019
p,2018-04-01,Firozabad,eJTsuE56XDF,146,Agra Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,147,100.0,coverage,2019
p,2018-04-01,Firozabad,eJTsuE56XDF,146,Agra Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,147,26.8727309272263,quality,2019
p,2017-04-01,Gautam Buddha Nagar,bNmwkrQeP3e,140,Meerut Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,141,90.68118870189569,coverage,2018
p,2017-04-01,Gautam Buddha Nagar,bNmwkrQeP3e,140,Meerut Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,141,100.0,coverage,2018
p,2017-04-01,Gautam Buddha Nagar,bNmwkrQeP3e,140,Meerut Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,141,100.0,quality,2018
p,2018-04-01,Gautam Buddha Nagar,bNmwkrQeP3e,140,Meerut Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,141,100.0,coverage,2019
p,2018-04-01,Gautam Buddha Nagar,bNmwkrQeP3e,140,Meerut Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,141,100.0,coverage,2019
p,2018-04-01,Gautam Buddha Nagar,bNmwkrQeP3e,140,Meerut Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,141,44.85808338903621,quality,2019
p,2017-04-01,Ghaziabad,M5NHlfAaKYI,140,Meerut Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,140,62.9706535882293,coverage,2018
p,2017-04-01,Ghaziabad,M5NHlfAaKYI,140,Meerut Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,140,100.0,coverage,2018
p,2017-04-01,Ghaziabad,M5NHlfAaKYI,140,Meerut Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,140,100.0,quality,2018
p,2018-04-01,Ghaziabad,M5NHlfAaKYI,140,Meerut Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,140,100.0,coverage,2019
p,2018-04-01,Ghaziabad,M5NHlfAaKYI,140,Meerut Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,140,100.0,coverage,2019
p,2018-04-01,Ghaziabad,M5NHlfAaKYI,140,Meerut Division,communicable_diseases,Total case notification rate of TB against expected TB cases,indicator_10,140,36.611576565557705,quality,2019
p,2017-04-01,Ghazipur,dScWdMRN8PL,195,Varanasi Division,delivery_care,% of pregnant women delivered in institution against estimated delivery,indicator_2,195,48.26370802097771,coverage,2018
p,2017-04-01,Ghazipur,dScWdMRN8PL,195,Varanasi Division,immunization,"% of children received full immunization (BCG, Penta 1, 2, 3, Measles)",indicator_7,195,100.0,coverage,2018
